id name d_price,d_vol,d_trades,d_min,d_max ds_price,ds_vol,ds_trades h_price,h_vol,h_trades
0 air 0,0,0,0,0 0,0,0 0,0,0
1 stone 508,737837,11820,20,1000000 29565,722432,11288 30207,201802,3246
2 granite 1616,34103,708,20.5,390625 112714,28544,446 997,6386,135
3 polished_granite 3110,24123,408,31.25,310938 206186,22336,349 1359,5600,91
4 diorite 1203,159811,2659,25,156250 76603,153280,2395 1566,35164,593
5 polished_diorite 1511,167527,2656,78.12,25000 96817,164864,2576 1238,52200,826
6 andesite 1749,96696,1683,20.83,100000 110620,91008,1422 1631,20747,372
7 polished_andesite 2579,148049,2356,33.33,80000 165642,145856,2279 2630,27345,446
8 deepslate 252,572821,10414,15.62,1000000 14310,476416,7444 277,172006,3065
9 cobbled_deepslate 167,662928,10773,21.87,7000000 9368,629056,9829 192,165973,2704
10 polished_deepslate 630,287797,4587,31.25,29500 39960,278400,4350 482,77474,1240
11 calcite 719,208680,3435,38.46,100000 45465,196416,3069 609,59547,972
12 tuff 3757,208020,3465,22,9375000 249308,196864,3076 678,56766,946
13 tuff_slab 9509,40004,634,31.25,1546875 628140,38592,603 969,3169,50
14 tuff_stairs 6063,11772,187,387,15625 395011,11200,175 5008,1680,27
15 tuff_wall 7438,14023,224,469,23438 471864,13632,213 3841,3399,56
16 chiseled_tuff 4353,23016,377,159,15000 280228,21888,342 3380,2842,48
17 polished_tuff 1848,75186,1219,48.38,46875 118503,71872,1123 2277,11177,183
18 polished_tuff_slab 63889,10202,177,156,6875000 4382993,9280,145 4047,2002,34
19 polished_tuff_stairs 4207,20324,322,313,200000 259003,19840,310 5179,2171,34
20 polished_tuff_wall 8709,5370,85,781,31250 559831,5312,83 11146,1093,19
21 tuff_bricks 1188,118562,1936,16.66,60000 75614,113600,1775 777,31317,506
22 tuff_brick_slab 6787,6509,105,31.25,78125 418780,5888,92 6493,1047,18
23 tuff_brick_stairs 4393,8556,142,625,25000 286566,8128,127 4166,1742,30
24 tuff_brick_wall 20141,10837,172,385,1546875 1322744,10496,164 6998,1909,30
25 chiseled_tuff_bricks 3369,43277,709,78.12,100000 214135,42048,657 2100,7702,127
26 dripstone_block 1248,24862,526,31.25,59000 73225,19840,310 1162,4422,111
27 grass_block 1559,323416,5852,123,100000000 74931,305216,4769 724,92511,1689
28 dirt 152308,712590,12938,60,26019999252 21587,683264,10676 2662,239191,4195
29 coarse_dirt 1341,31654,587,50,88999 80894,29760,465 1470,10476,170
30 podzol 1666,17657,307,156,50000 98753,16256,254 1298,4658,79
31 rooted_dirt 1588,23546,435,234,100000 98815,21248,332 1761,5968,100
32 mud 1171,232764,4212,100,156250 70181,218112,3408 1387,58481,1084
33 crimson_nylium 2703,34765,562,212,100000 173748,33472,523 3560,6466,108
34 warped_nylium 2657,25597,422,656,100000 168136,24384,381 2510,4761,78
35 cobblestone 156,837194,13874,2,1000000 8407,791040,12360 125,223971,3652
36 oak_planks 634,197728,3226,40,1000000 38796,189504,2961 583,56821,944
37 spruce_planks 252,453483,7303,15.62,200000 15086,438976,6859 272,138440,2214
38 birch_planks 1274,39042,693,19.23,249750 79817,35008,547 923,11022,203
39 jungle_planks 1418,26040,443,69.76,1000000 86764,24640,385 735,4115,82
40 acacia_planks 2111,13690,237,78.12,100000 134635,12480,195 759,444,13
41 cherry_planks 1044,79676,1292,20,50000 66154,75648,1182 1311,23592,378
42 dark_oak_planks 1054,72454,1167,62.5,100000 66617,70720,1105 926,12227,199
43 pale_oak_planks 669,175772,2773,46.87,13333 41916,172288,2692 743,40732,644
44 mangrove_planks 2627,29993,494,122,20000 167797,28416,444 2097,4515,76
45 bamboo_planks 622,124927,1994,78.12,46875 38997,121472,1898 529,27285,435
46 crimson_planks 1948,29768,501,250,100000 124144,27776,434 1607,8237,134
47 warped_planks 2053,65932,1063,156,50000 131139,63744,996 1507,14330,258
48 bamboo_mosaic 7323,8815,142,250,156250 468271,8512,133 1679,2515,41
49 oak_sapling 4344,29903,1085,100,1000000 195287,26112,408 3365,5228,203
50 spruce_sapling 304687,85482,1661,25,404687503 20209026,82432,1288 943,30662,528
51 birch_sapling 6840,1763,255,8,1000000 313750,512,8 8765,504,83
52 jungle_sapling 30848,1037,83,40,1000000 1859304,768,12 65639,89,45
53 acacia_sapling 3883,2092,130,30,200000 137909,1408,22 5310,446,22
54 cherry_sapling 2908,31621,1103,78.12,450000 133943,28288,442 3499,3399,187
55 dark_oak_sapling 6536,7648,256,541,999000 251283,6336,99 4213,749,31
56 pale_oak_sapling 7410,14080,595,111,1000000 333008,11712,183 4939,4408,159
57 mangrove_propagule 10087,4818,416,200,300000 324704,3008,47 14672,590,71
58 bedrock 0,0,0,0,0 0,0,0 0,0,0
59 sand 44878,577405,9601,219,25600000000 34022,551232,8613 3383,169936,2829
60 suspicious_sand 759825,293,190,110000,50000000 0,0,0 1019816,73,45
61 suspicious_gravel 573552,452,191,50000,10000000 124999997,64,1 454955,180,27
62 red_sand 452,54237,908,156,30000 28330,51136,799 565,12640,210
63 gravel 696,165594,2915,70.17,100000 42803,152448,2382 452,49592,858
64 coal_ore 2303,19131,656,217,50000 128587,13248,207 2003,3363,97
65 deepslate_coal_ore 15340,2800,470,2222,100000 848835,1600,25 6575,797,102
66 iron_ore 4187,3684,293,364,80000 307906,896,14 3000,2105,76
67 deepslate_iron_ore 2389,6655,327,233,79000 126251,4096,64 1940,883,51
68 copper_ore 2019,3745,168,68.75,200000 73783,1920,30 3089,859,35
69 deepslate_copper_ore 6638,1227,57,250,50000 479022,576,9 3587,163,12
70 gold_ore 14143,3801,209,3333,272727 739881,2560,40 8864,668,30
71 deepslate_gold_ore 6562,15442,868,2333,60000 393009,8640,135 4651,3512,157
72 redstone_ore 10371,2995,130,1000,500000 559624,2560,40 8519,626,32
73 deepslate_redstone_ore 2004,24543,898,313,40000 114872,17536,274 2031,5963,213
74 emerald_ore 29471,3882,358,5000,1000000 1757524,3008,47 26384,622,83
75 deepslate_emerald_ore 1234081,1933,769,900000,2000000 80118625,1024,16 1159739,222,146
76 lapis_ore 39113,5800,218,250,1666667 2441240,4992,78 21531,1593,68
77 deepslate_lapis_ore 7767,15454,592,208,1000000 424899,13632,213 6534,5596,173
78 diamond_ore 65133,4612,404,23125,999000 3881710,3520,55 80130,1007,114
79 deepslate_diamond_ore 14188,66587,4755,9375,145000 839775,46144,721 13933,13579,1136
80 nether_gold_ore 7031,5555,213,1889,72500 446010,3712,58 6544,953,29
81 nether_quartz_ore 4208,16678,463,938,100000 238058,12992,203 3423,4936,133
82 ancient_debris 1963985,10173,2516,1410000,4700000 126428297,6400,100 1510543,3584,815
83 coal_block 4358,119166,3264,1613,100000 255502,114944,1796 4871,23718,561
84 raw_iron_block 11397,9111,336,3226,100000 728294,8128,127 9886,4572,88
85 raw_copper_block 3827,2734,96,1000,84900 232800,1920,30 2431,487,14
86 raw_gold_block 71606,5544,242,15625,468750 4982585,4480,70 33093,712,33
87 heavy_core 4064309,1055,758,3110000,20000000 290999992,128,2 3879281,225,198
88 amethyst_block 1478,313852,6112,594,90000 89513,277760,4340 1338,80118,1575
89 budding_amethyst 0,0,0,0,0 0,0,0 0,0,0
90 iron_block 5185,251217,15090,2857,271000 299194,208064,3251 4296,63059,4390
91 copper_block 4854,47485,949,700,500000 304019,44480,695 4658,11821,226
92 gold_block 27210,151938,5842,18750,1450000 1662539,135616,2119 20995,42799,1691
93 diamond_block 50910,302490,11476,43100,937500 3189757,272448,4257 50968,71286,2924
94 netherite_block 63558827,1548,1476,56499999,89999995 4200000061,64,1 53850291,430,425
95 exposed_copper 45789,1013,41,1127,400000 3467768,512,8 81411,439,8
96 weathered_copper 68385,805,27,1667,1000000 6134286,448,7 33746,260,8
97 oxidized_copper 14398,19451,380,2308,400000 901490,18368,287 15353,4058,137
98 chiseled_copper 7906,1141,26,3125,100000 443785,1024,16 7926,256,4
99 exposed_chiseled_copper 93000,260,8,70000,125000 5975000,256,4 343750,64,1
100 weathered_chiseled_copper 13533,12,12,5600,23600 0,0,0 50000,1,1
101 oxidized_chiseled_copper 78400,75,6,46719,300000 2990000,64,1 46923,65,2
102 cut_copper 9449,2523,50,833,100000 605982,1984,31 10268,366,9
103 exposed_cut_copper 182813,64,1,182813,182813 11700000,64,1 100000,1,1
104 weathered_cut_copper 119562,265,9,1063,187500 9733333,192,3 0,0,0
105 oxidized_cut_copper 36612,4130,77,1000,106250 2404377,3904,61 118056,412,10
106 cut_copper_stairs 11400,4035,69,1008,62500 735526,3712,58 12051,522,10
107 exposed_cut_copper_stairs 129534,193,4,54688,279688 8300000,192,3 223881,67,4
108 weathered_cut_copper_stairs 56911,123,3,22727,78125 5000000,64,1 78125,64,1
109 oxidized_cut_copper_stairs 1304592,550,40,4264,700000010 651434,384,6 791425,129,9
110 cut_copper_slab 6430,2180,38,781,30000 419600,1920,30 8528,572,9
111 exposed_cut_copper_slab 0,0,0,0,0 0,0,0 97273,66,3
112 weathered_cut_copper_slab 595263,76,4,120000,937500 0,0,0 0,0,0
113 oxidized_cut_copper_slab 61254,983,32,4688,703125 4427796,768,12 1750000,2,1
114 waxed_copper_block 3397,29434,601,125,149990 212230,25600,400 3169,5465,126
115 waxed_exposed_copper 57034,118,4,1667,400000 4300000,64,1 20000,2,1
116 waxed_weathered_copper 41578,6714,115,5000,90625 2649821,6400,100 59312,545,10
117 waxed_oxidized_copper 5109,70111,1537,217,235000 299828,64960,1015 3889,18343,387
118 waxed_chiseled_copper 23050,2981,158,154,500000 697544,2048,32 6398,532,12
119 waxed_exposed_chiseled_copper 30000,1,1,30000,30000 0,0,0 0,0,0
120 waxed_weathered_chiseled_copper 0,0,0,0,0 0,0,0 0,0,0
121 waxed_oxidized_chiseled_copper 16787,2067,39,48,250000 1152187,1856,29 38477,237,7
122 waxed_cut_copper 25299,5504,123,638,20000000 721557,4544,71 6589,1426,30
123 waxed_exposed_cut_copper 49900,3,3,49900,49900 0,0,0 0,0,0
124 waxed_weathered_cut_copper 89147,1806,30,15625,154688 5900000,1664,26 125000,64,1
125 waxed_oxidized_cut_copper 5614,25413,462,156,100000 352226,23296,364 4695,5435,95
126 waxed_cut_copper_stairs 37459,3119,89,1587,1000000 2746069,2176,34 22987,227,7
127 waxed_exposed_cut_copper_stairs 80464,388,12,30000,384615 4700000,320,5 772222,9,2
128 waxed_weathered_cut_copper_stairs 61810,851,20,10000,1400000 3724167,768,12 462799,593,11
129 waxed_oxidized_cut_copper_stairs 7907,22659,391,109,10000000 473111,21184,331 5745,5698,111
130 waxed_cut_copper_slab 19060,986,50,2000,299000 1237296,768,12 24888,179,7
131 waxed_exposed_cut_copper_slab 132308,13,13,120000,200000 0,0,0 102000,5,5
132 waxed_weathered_cut_copper_slab 56704,443,8,17241,120000 4000000,384,6 64063,64,1
133 waxed_oxidized_cut_copper_slab 12741,5831,97,2344,93750 808254,5440,85 11625,650,23
134 oak_log 632,292085,5428,273,100000 37669,274816,4294 751,77623,1521
135 spruce_log 322,889378,15463,73.12,2000000 13342,854080,13345 272,337551,5547
136 birch_log 848,73998,1399,63.01,166667 50975,68096,1064 822,19762,388
137 jungle_log 1657,47753,1115,139,1000000 101989,42624,666 1233,11021,211
138 acacia_log 3644,33522,609,253,250000 228659,31232,488 2256,7003,133
139 cherry_log 1281,162749,2686,90.69,200000 80475,154752,2418 1723,32155,543
140 pale_oak_log 914,298860,4735,103,50000 57636,293760,4590 1299,52940,867
141 dark_oak_log 630,170443,2799,111,50000 38793,165952,2593 659,41097,713
142 mangrove_log 3784,69094,1379,455,200000 221656,64768,1012 5841,12134,233
143 mangrove_roots 46631,11572,300,2,6250000 3602962,9280,145 767,2546,56
144 muddy_mangrove_roots 2296,7567,224,85.71,500000 122177,5056,79 1739,1474,33
145 crimson_stem 2091,95429,1609,125,100000 131001,90432,1413 1736,18120,296
146 warped_stem 2488,145634,2384,286,199000 156315,141568,2212 1726,34647,571
147 bamboo_block 442,133218,2235,134,30000 27352,127296,1989 633,22659,480
148 stripped_oak_log 5393,40678,686,422,500000 346588,39296,614 7832,6739,122
149 stripped_spruce_log 2586,84906,1370,234,49750 165594,83456,1304 2614,19615,326
150 stripped_birch_log 5093,38798,660,139,156250 332600,36288,567 8899,5254,91
151 stripped_jungle_log 10575,6829,115,714,80000 687539,6528,102 10827,1877,30
152 stripped_acacia_log 23781,3023,59,313,2800000 984523,2368,37 7769,431,8
153 stripped_cherry_log 5215,11538,252,780,70000 320238,10176,159 5034,1009,21
154 stripped_dark_oak_log 7548,25009,400,462,125000 488321,24384,381 7906,2487,55
155 stripped_pale_oak_log 3931,56395,927,588,50000 251930,54336,849 4115,18709,318
156 stripped_mangrove_log 10908,19183,316,926,30000 699120,18496,289 30325,1588,36
157 stripped_crimson_stem 7657,7331,119,234,85000 492149,6976,109 7618,1044,19
158 stripped_warped_stem 25561,22867,407,556,1546875 1681652,21120,330 12630,3841,69
159 stripped_oak_wood 149686,10666,173,469,7796875 9814758,10368,162 10479,2473,40
160 stripped_spruce_wood 10795,20328,348,350,312500 713588,19392,303 9092,2942,52
161 stripped_birch_wood 8446,9016,147,999,142857 537162,8768,137 7496,1098,20
162 stripped_jungle_wood 134630,1452,26,3969,2187500 11350975,1024,16 54822,337,6
163 stripped_acacia_wood 20445255,353,15,5000,7199999918 1380000,320,5 0,0,0
164 stripped_cherry_wood 13435,1604,28,5000,31250 837318,1408,22 19119,319,5
165 stripped_dark_oak_wood 160149,3976,66,1250,7796875 10928526,3648,57 20412,619,10
166 stripped_pale_oak_wood 12510,13445,220,948,10000000 752874,12928,202 17884,1934,32
167 stripped_mangrove_wood 26230,1770,32,231,83333 1555806,1472,23 32986,588,12
168 stripped_crimson_hyphae 24381,1413,24,1389,68750 1562500,1280,20 37232,224,4
169 stripped_warped_hyphae 35006,3252,90,2977,333333 2296625,2752,43 14692,751,13
170 stripped_bamboo_block 6505,7847,142,143,75000 404238,7424,116 46130,2560,40
171 oak_wood 4925,27104,442,439,900000 307115,25664,401 7986,5681,148
172 spruce_wood 2169,32882,527,109,52083 132074,31360,490 2154,8021,133
173 birch_wood 8630,4550,82,490,31250 555136,4224,66 13156,836,26
174 jungle_wood 5614,6352,115,625,166667 325537,5824,91 8403,704,11
175 acacia_wood 13865,2420,44,781,78125 914587,1984,31 8453,1398,25
176 cherry_wood 7060,9136,159,208,51563 448264,8256,129 8457,1448,23
177 pale_oak_wood 4915,8101,132,781,172414 228952,7616,119 75884,804,14
178 dark_oak_wood 6603,5317,89,1000,15625 433187,4864,76 16079,1679,27
179 mangrove_wood 20072,7450,121,1563,2493750 788368,7104,111 14219,4354,69
180 crimson_hyphae 10738,17585,284,476,406250 699021,17088,267 4883,3375,55
181 warped_hyphae 7955,12050,196,2286,170000 512187,11712,183 7397,1949,31
182 oak_leaves 725,317418,5161,128,42500 45281,302528,4727 638,91454,1495
183 spruce_leaves 12746,52445,848,15.62,71250002 121554,49408,772 663,17535,285
184 birch_leaves 4628,14132,252,58.82,468750 326074,12096,189 941,4340,79
185 jungle_leaves 6915,28314,461,76.92,1562500 468245,26112,408 3134,7978,160
186 acacia_leaves 7571,3945,75,107,158000 486589,3584,56 9890,1650,26
187 cherry_leaves 1193,177129,2858,50,1000000 75351,170176,2659 703,41908,704
188 dark_oak_leaves 2696,37502,602,105,15625 173328,36416,569 2372,7295,120
189 pale_oak_leaves 3081,64919,1068,156,154688 192909,61440,960 2382,13700,221
190 mangrove_leaves 2776,23535,377,40,468750 176050,22400,350 1175,4796,79
191 azalea_leaves 14623,54707,894,125,10156250 987890,51264,801 1680,14203,234
192 flowering_azalea_leaves 8750,41910,1152,313,225000 512764,37120,580 4230,11656,247
193 sponge 292908,20495,2699,200000,700000 17818575,14784,231 307269,5740,651
194 wet_sponge 295042,1305,536,210000,900000 19358694,320,5 339755,246,142
195 glass 768,806810,17610,292,781250 46036,667200,10425 658,254543,5049
196 tinted_glass 2686,119018,2035,714,300000 166640,111296,1739 2618,29790,497
197 lapis_block 4092,96025,2051,463,259000 246105,88768,1387 3279,33174,619
198 sandstone 581,200334,3249,20.93,35000 37309,191616,2994 436,44875,732
199 chiseled_sandstone 3081,18855,302,78.12,23438 194743,18048,282 5038,3481,55
200 cut_sandstone 2838,29015,477,31.25,76563 180660,28032,438 2454,5107,83
201 cobweb 5553,95898,3002,1600,900000 316610,80384,1256 5410,25889,752
202 short_grass 2550,16230,488,15.62,800000 116403,13632,213 3338,2867,79
203 fern 1468,14193,562,31.25,100000 67933,10368,162 1404,4664,110
204 bush 24921,442,10,1222,68182 1200000,320,5 23077,65,2
205 azalea 704,13870,358,39.06,90000 33455,11712,183 586,3404,83
206 flowering_azalea 2109,27182,873,29.41,500000 84055,23744,371 937,7840,248
207 dead_bush 3392,8158,213,138,200000 187916,6848,107 3991,2465,59
208 firefly_bush 3001,7632,129,156,999000 173070,7296,114 14744,1193,28
209 short_dry_grass 1430,2877,75,143,100000 69091,2112,33 1752,391,11
210 tall_dry_grass 1928,15809,403,156,150000 91731,14080,220 1217,2570,60
211 seagrass 1092,188138,3019,78.12,1000000 68966,183616,2869 1415,35404,577
212 sea_pickle 166,369936,5945,12.5,125000 9882,359232,5613 125,96638,1541
213 white_wool 1391,274007,5798,469,116000 80584,247424,3866 1638,84290,1680
214 orange_wool 4426,49881,909,256,75000 276029,48640,760 3383,7495,123
215 magenta_wool 2397,50126,817,156,234375 152769,49216,769 1790,9370,153
216 light_blue_wool 5885,79277,1277,313,1560937 380126,77184,1206 4964,10971,203
217 yellow_wool 2999,63047,1041,400,150000 191306,61184,956 2806,19008,307
218 lime_wool 3935,56047,912,281,100000 250520,54976,859 3445,13910,219
219 pink_wool 2369,64510,1099,391,1000000 143280,61504,961 9803,15472,277
220 gray_wool 3804,97253,1632,703,100000 240729,95232,1488 2665,17431,322
221 light_gray_wool 4560,60397,1356,833,100000 289261,57984,906 2781,7536,366
222 cyan_wool 4351,34651,561,682,100000 279477,33792,528 4082,7542,122
223 purple_wool 3199,48764,804,391,70000 201425,46784,731 3234,11605,218
224 blue_wool 4780,66517,1139,625,1560937 303391,63424,991 3454,12136,198
225 brown_wool 4637,35931,621,500,125000 293520,35136,549 4067,10952,190
226 green_wool 5919,67024,1118,151,1560937 385949,64192,1003 2682,14762,251
227 red_wool 3004,131282,2125,781,4999999 188382,127296,1989 2589,30248,507
228 black_wool 1721,183946,3041,321,119000 107878,180544,2821 1806,50287,820
229 dandelion 2184,18316,616,8.33,10000000 60409,15808,247 1021,4765,135
230 open_eyeblossom 38939,791,144,333,398000 1823625,512,8 10165,321,27
231 closed_eyeblossom 4747,2621,65,794,400000 208858,2304,36 9987,226,11
232 poppy 2979,42961,991,25,70000000 62290,40704,636 1403,7551,199
233 blue_orchid 2352,33029,576,222,10000000 114382,31104,486 2273,5597,96
234 allium 9458,5157,184,50,666667 143790,3776,59 7162,2512,69
235 azure_bluet 3248,5219,230,60.5,3000000 114696,4032,63 1946,737,40
236 red_tulip 3684,5428,178,172,1000000 167563,4544,71 2771,1058,46
237 orange_tulip 3834,5500,216,95.23,100000 179279,4416,69 1982,1574,49
238 white_tulip 3337,5486,202,133,95000 202189,4096,64 4859,1176,50
239 pink_tulip 3211,4809,178,143,198000 177974,3520,55 3732,923,37
240 oxeye_daisy 21060,2641,221,31.25,8000000 663625,1536,24 5591,1037,54
241 cornflower 10340,9960,592,46.87,500000 329545,7296,114 4387,3576,153
242 lily_of_the_valley 12579,1583,259,33.33,500000 350000,128,2 6300,489,43
243 wither_rose 3894,27363,967,159,150000 203945,24960,390 3494,4500,183
244 torchflower 27942,4924,428,3750,1000000 1295755,3392,53 22175,1278,71
245 pitcher_plant 12526,1550,174,2344,250000 326046,1024,16 22492,208,39
246 spore_blossom 52999,3639,571,3000,600000 2865032,2432,38 37140,611,118
247 brown_mushroom 1794,32223,1172,363,40000 108989,24512,383 1784,5298,199
248 red_mushroom 1268,6243,302,18.75,30000 72456,3072,48 1917,819,74
249 crimson_fungus 359,18329,330,15.62,1000000 16080,17152,268 283,3410,57
250 warped_fungus 1732,22268,487,46.87,1000000 88844,19584,306 1052,6228,111
251 crimson_roots 96.03,48102,781,7.81,1000000 4624,46592,728 100,5004,83
252 warped_roots 226,13786,246,5,10000 13111,12288,192 305,1520,29
253 nether_sprouts 790362,47,4,7813,28000000 0,0,0 0,0,0
254 weeping_vines 1874,18828,335,90.9,70000 118895,17920,280 4225,2281,43
255 twisting_vines 3774,19421,379,16.66,470588 162503,16960,265 4240,2735,66
256 sugar_cane 350,467440,8684,141,500000 19160,424832,6638 370,137160,2657
257 kelp 152,712574,11651,46.87,1000000 8868,687168,10737 151,201200,3351
258 pink_petals 281,108244,1779,16.12,20000 17457,103424,1616 286,19535,328
259 wildflowers 9930,2269,48,78.12,5000000 313897,1856,29 4859,817,14
260 leaf_litter 22695,5206,97,20,25000000 722666,4544,71 7527,1450,25
261 moss_carpet 662,208747,3404,14.06,500000 39877,200256,3129 574,57872,956
262 moss_block 249,494994,7930,31.25,3000000 14434,484480,7570 359,131883,2168
263 pale_moss_carpet 1889,17682,306,219,100000 108972,16576,259 3695,3555,62
264 pale_hanging_moss 10386,10572,196,18.86,937500 522600,9408,147 6339,1407,25
265 pale_moss_block 3243,53791,892,156,1546875 210536,51712,808 1460,8803,146
266 hanging_roots 6606,973,22,1587,166667 450000,640,10 200000,3,1
267 big_dripleaf 3187,5613,270,234,100000 141609,3456,54 1838,1477,42
268 small_dripleaf 205435,161,131,25000,1000000 0,0,0 24378,156,19
269 bamboo 114,350849,5824,15.38,500000 6601,332544,5196 161,87937,1498
270 oak_slab 1342,98000,1613,12.5,78125 85946,93760,1465 3212,15377,273
271 spruce_slab 119,598430,9551,12.5,82000 7283,579328,9052 73.77,237174,3778
272 birch_slab 37722,20633,343,46.87,10140625 2593929,19136,299 4614,2528,46
273 jungle_slab 11904,7704,128,78.12,281250 809532,7104,111 1691,2866,47
274 acacia_slab 20096,1984,40,104,390625 1571278,1536,24 6862,909,18
275 cherry_slab 4392,19143,316,78.12,200000 282732,17920,280 699,10771,172
276 dark_oak_slab 4298,35562,569,31.25,208333 270880,34304,536 2153,9363,152
277 pale_oak_slab 23615,45255,724,31.25,15625000 1564675,43584,681 3669,17459,279
278 mangrove_slab 7905,22792,370,102,60000 505259,21952,343 2169,5472,88
279 bamboo_slab9826,14565,241,46.87,1546875 663315,13376,209 1616,3196,51
280 bamboo_mosaic_slab 4260,1513,38,156,20000 266754,1472,23 2190,763,12
281 crimson_slab 2766,17602,289,156,31250 179354,16384,256 10957,2124,35
282 warped_slab 38404,28142,458,313,6875000 2614677,25856,404 2988,6985,110
283 stone_slab 1991,112900,1791,62.5,468750 125570,110208,1722 3103,20842,332
284 smooth_stone_slab 489,222467,3557,48.38,1000000 30611,214784,3356 871,55165,883
285 sandstone_slab 5523,17375,288,46.87,156250 359038,16704,261 4807,2368,38
286 cut_sandstone_slab 7264,5503,94,156,113333 436765,5184,81 3246,1614,26
287 petrified_oak_slab 0,0,0,0,0 0,0,0 0,0,0
288 cobblestone_slab 503,292692,4664,9.37,1000000 30918,286464,4476 220,96435,1522
289 brick_slab 104575,10182,164,313,15625000 6776923,10048,157 4405,1344,21
290 stone_brick_slab 9448,58251,923,48.38,6859375 616009,56832,888 3222,11637,210
291 mud_brick_slab 680954,11637,197,645,7699999621 1255912,11264,176 11330,1217,25
292 nether_brick_slab 57681,6075,97,1563,1562500 3873048,5760,90 13308,1200,19
293 quartz_slab 4559,55766,975,16.01,100000 288014,51200,800 12675,12167,228
294 red_sandstone_slab 183291,3106,62,313,238000005 441047,2752,43 7517,379,7
295 cut_red_sandstone_slab 74441,574,12,1563,33000000 741000,320,5 0,0,0
296 purpur_slab 10934,7438,130,313,300000 707423,6848,107 14575,920,16
297 prismarine_slab 21751,7203,115,143,1706897 524466,6528,102 5794,1075,18
298 prismarine_brick_slab 9685,9610,169,667,10000000 490545,8640,135 10289,2487,45
299 dark_prismarine_slab 6120,8315,131,156,13281 389790,7936,124 9197,2634,42
300 smooth_quartz 4351,135301,2249,1861,100000 274792,132608,2072 3428,38692,609
301 smooth_red_sandstone 5925,1763,28,5469,15625 374074,1728,27 1563,32,1
302 smooth_sandstone 1798,122906,1955,172,7813 115186,121728,1902 3169,19921,318
303 smooth_stone 523,522372,8271,102,1739130 28224,515264,8051 587,154294,2467
304 bricks 3436,39817,679,455,35000 215597,37440,585 2293,10746,207
305 acacia_shelf 33781,892,65,1734,900000 1327417,768,12 9152,309,24
306 bamboo_shelf 12963,6367,114,2344,250000 792491,5440,85 22685,399,16
307 birch_shelf 40720,1412,81,1000,500000 3176314,960,15 74917,24,6
308 cherry_shelf 10250,5488,133,703,499000 479579,4864,76 5723,1976,39
309 crimson_shelf 14967,2087,66,667,800000 724464,1792,28 10236,382,14
310 dark_oak_shelf 14006,10099,223,781,300000 833644,9024,141 29992,1479,27
311 jungle_shelf 19237,2168,52,1667,1000000 199169,1792,28 65625,128,2
312 mangrove_shelf 21618,5942,163,3922,600000 1266330,5056,79 13107,1387,30
313 oak_shelf 11529,3922,265,769,100000 459527,2624,41 12027,978,56
314 pale_oak_shelf 6681,34954,762,1333,200000 395782,32640,510 11134,6378,149
315 spruce_shelf 3249,46955,1086,500,200000 175603,42496,664 4594,10517,235
316 warped_shelf 10884,11733,231,3333,499999 645702,10816,169 18549,1534,28
317 bookshelf 10437,139465,9926,4032,312500 502867,83328,1302 9433,35980,3314
318 chiseled_bookshelf 3485,48952,1046,161,200000 192845,44480,695 2467,12964,215
319 decorated_pot 8533,19027,694,625,1000000 393966,17024,266 11716,2826,143
320 mossy_cobblestone 689,129014,2071,78.12,500000 42305,125504,1961 561,40535,653
321 obsidian 44145,630640,23728,926,25729999831 171474,424064,6626 1418,193849,7303
322 torch 614,580034,10737,78,468750 35475,554688,8667 433,191325,3422
323 end_rod 2457,101245,2989,51.56,30000000 93657,91072,1423 1607,22399,722
324 chorus_plant 0,0,0,0,0 0,0,0 0,0,0
325 chorus_flower 15107,941,108,833,312500 102800,640,10 13920,198,28
326 purpur_block 1733,123363,1995,63.49,54531 109881,119872,1873 8377,24572,405
327 purpur_pillar 4450,13628,246,234,500000 283659,12608,197 1936,5801,96
328 purpur_stairs 8663,7009,141,391,500000 526056,6080,95 12009,1859,42
329 spawner 0,0,0,0,0 0,0,0 0,0,0
330 creaking_heart 13636,4927,246,2344,200000 677398,4096,64 4857,4319,90
331 chest 36762,717651,21030,156,25900000215 35727,631296,9864 770,243489,5928
332 crafting_table 121179,383443,13912,53,23200000901 32134,353664,5526 1102,89277,3999
333 farmland 0,0,0,0,0 0,0,0 0,0,0
334 furnace 136,452920,8022,18,1000000 6997,431232,6738 114,106171,1910
335 ladder 532,587225,9835,34.48,4000000 27338,561280,8770 543,167939,2916
336 cobblestone_stairs 450,133875,2114,1,16129 28289,131776,2059 1185,43130,687
337 snow 1171,54687,882,8.59,50000 73943,52544,821 761,8333,132
338 ice 1200,295168,4741,270,46875 75826,287488,4492 983,100508,1631
339 snow_block 617,213897,3513,18,33333 38677,204992,3203 825,66333,1070
340 cactus 393,143851,2477,59.37,60000 23113,135680,2120 462,31865,568
341 cactus_flower 10212,2631,331,938,1000000 332903,1984,31 12662,198,94
342 clay 1506,54778,921,111,25000 97202,51200,800 1784,7849,139
343 jukebox 135052,5808,1502,2083,10156250 23388586,1856,29 50489,798,353
344 oak_fence 19382,77374,1518,78.12,10156250 1314912,70784,1106 5345,14229,308
345 spruce_fence 1663,207028,4528,156,500000 95183,198656,3104 1139,56144,964
346 birch_fence 19158,11725,265,625,6187500 676221,11008,172 12495,1698,32
347 jungle_fence 11045,2513,75,724,156250 882895,1536,24 3814,1398,34
348 acacia_fence 38990,1399,48,667,1316667 2629375,1024,16 16045,176,34
